Algorithm,SAT clauses,Number of variables,Number of clauses,Quantum annealing iterations,Annealing access time,Circuit search iterations,Problem solutions,Total iterations,Number of states superposed,Number of neighbours,Number of variables annealing,Variables,Mean distance,Standar deviation distance,Number of ancilla qubits,Number of states,Initial state,Grover full states,Grover full solutions,Grover full iterations,Solution obtained,Seed,Example,Annealing solution,Mean distance from annealing solutions,Distance calculated from annealing solution,Minimum distance from annealing solution,Minimum states from annealing solution,Minimum distance from 0 solution,Minimum states from 0 solution,id
Adiabatic + circuit search,"[[3, 8, -10], [4, 5, -6], [2, 3, 4], [-1, -9, -10], [4, -5, 7], [2, 5, 10], [6, 7, -10], [-5, 6, 10], [-4, -8, -9], [3, 4, 8], [1, -6, -9], [-2, -5, -8], [-3, 4, -5], [2, 4, -7], [-1, -5, 10], [-2, -3, 10], [-2, 3, 7], [-4, -6, 10], [-4, -9, -10], [-2, 4, 9], [-2, -8, 10], [1, -3, -9], [-6, -9, 10], [1, 4, 9], [1, 6, 8], [2, -4, -8], [4, -6, -9], [-1, 2, 9], [-7, 8, 10], [3, -4, -7], [1, -6, 8], [-6, -7, -8], [5, 8, -9], [2, 4, -9], [4, 5, 10], [1, 2, -6], [-1, -3, -6], [1, -5, -10], [6, 7, 8], [3, 7, -8], [-1, -3, 9], [-6, 7, -9], [1, 5, -7]]",10,43,0,35622.51,19,"[{1: False, -1: True, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: False, -5: True, 6: True, -6: False, 7: False, -7: True, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False}]",19,638,5,25,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_5, y_1_6, y_1_9, y_2_3, y_2_4, y_2_8, y_3_4, y_3_7, y_4_5, y_4_9, y_5_10, y_5_8, y_6_10, y_6_9, y_8_10]",4.1875,1.905037182489273,4.0,638,1001001111,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_0,1001001111,4.1875,5,4,['1010101110'],6,['1010101110'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_0
Adiabatic + circuit search,"[[1, 3, 8], [3, 5, -10], [-5, 6, 8], [1, -3, -10], [-7, -9, -10], [3, -8, -9], [-2, -9, -10], [-1, 4, -9], [-5, 7, -9], [2, -3, 10], [-2, 8, 9], [-2, -4, -10], [4, -6, -7], [8, -9, -10], [-4, -6, 9], [-2, 6, -9], [-3, 4, 10], [-2, -5, 9], [-2, 5, 10], [1, 6, 8], [-2, -6, -7], [-3, 8, -9], [1, -7, 9], [1, -5, 9], [-7, 8, -9], [2, -7, 9], [1, 2, 3], [-4, 5, 8], [-2, -8, 9], [-1, -4, -8], [3, 4, 6], [-2, 6, -8], [4, 5, 6], [-2, 4, 10], [2, -3, 8], [2, 4, -5], [5, -8, 9], [3, 9, -10], [-1, -4, -7], [6, 8, -10], [1, 4, -9], [2, -3, 6], [2, -3, -5]]",10,43,0,33656.79,15,"[{1: True, -1: False, 2: False, -2: True, 3: False, -3: True, 4: False, -4: True, 5: False, -5: True, 6: True, -6: False, 7: False, -7: True, 8: False, -8: True, 9: False, -9: True, 10: False, -10: True}]",15,386,4,23,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_4, y_1_8, y_2_10, y_2_3, y_2_5, y_2_6, y_3_10, y_4_5, y_4_6, y_5_9, y_6_8, y_7_9, y_8_9]",3.5625,1.4127396551853895,4.0,386,1000100111,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_1,1000100111,3.5625,4,3,['0000100001'],2,['0000100001'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_1
Adiabatic + circuit search,"[[-4, 7, -10], [2, -3, -10], [-2, 6, 7], [2, -3, -7], [4, 5, 10], [-4, -5, -6], [-2, -3, 8], [2, -5, 10], [3, -4, -8], [-1, -3, 6], [1, 5, -7], [1, 4, 5], [-2, 3, -9], [4, -7, -8], [-2, 6, -10], [1, -2, -7], [1, 3, 9], [-3, -6, 8], [2, -6, -8], [4, 6, 10], [-2, -3, -8], [-5, 6, 8], [3, 9, 10], [4, 8, 10], [6, 7, -10], [-2, 3, 6], [4, 8, 9], [1, -6, -9], [-3, -4, 7], [-1, 2, 10], [1, -8, 10], [2, -9, -10], [5, 8, 9], [-4, 7, -9], [-4, -5, 10], [3, -5, -6], [3, 4, -5], [-2, 5, -7], [-2, -6, 10], [-6, -7, -8], [-1, -2, 10], [4, 8, -9], [-2, -5, 9]]",10,43,0,35625.31,22,"[{1: True, -1: False, 2: True, -2: False, 3: False, -3: True, 4: False, -4: True, 5: False, -5: True, 6: True, -6: False, 7: False, -7: True, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False}]",22,848,6,25,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_5, y_1_6, y_2_10, y_2_3, y_2_7, y_3_4, y_3_6, y_3_9, y_4_10, y_4_5, y_4_7, y_5_9, y_6_7, y_6_8, y_8_10]",5.090909090909091,2.1136538192269017,4.0,848,0101101001,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_2,0101101001,5.090909090909091,6,6,['1010100011'],5,['1010100011'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_2
Adiabatic + circuit search,"[[1, -2, -6], [2, -5, 9], [2, -5, -9], [-4, 9, -10], [1, 7, 8], [-4, -8, 9], [-4, -6, -10], [-3, 5, -9], [1, -4, -7], [4, 9, 10], [1, 3, 9], [-3, 4, -5], [-4, 8, -10], [6, 9, -10], [6, 8, 9], [-1, 6, 8], [2, 8, -9], [6, 7, -10], [-4, 7, -8], [-1, -2, -3], [-5, -8, 9], [1, 6, -9], [-2, -5, -10], [4, -7, 8], [-1, 5, 9], [-4, -7, 8], [-2, 3, 7], [2, -9, 10], [2, 3, 8], [4, -7, -10], [3, -4, -6], [-1, -5, 7], [-2, -4, -8], [-1, 2, -4], [5, 6, -10], [6, -8, 10], [4, -6, -9], [-2, -4, -7], [-2, -7, 8], [3, -8, 9], [-2, 5, 10], [-1, 3, 5], [4, -6, 8]]",10,43,0,36603.47,15,"[{1: False, -1: True, 2: False, -2: True, 3: True, -3: False, 4: False, -4: True, 5: False, -5: True, 6: True, -6: False, 7: False, -7: True, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False}]",15,386,4,26,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_2, y_1_7, y_1_9, y_2_3, y_2_5, y_2_8, y_3_5, y_4_10, y_4_6, y_4_7, y_4_8, y_6_10, y_6_8, y_6_9, y_8_9, y_9_10]",3.6842105263157894,1.8273426844874245,4.0,386,1110100000,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_3,1110100000,3.6842105263157894,4,2,['1010100100'],4,['1010100100'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_3
Adiabatic + circuit search,"[[3, -5, 7], [-3, -8, -10], [5, 9, 10], [-3, 9, -10], [3, -5, -9], [-6, 8, 10], [1, -3, 4], [-1, -3, 6], [-3, -4, -5], [3, -4, -8], [-5, 9, 10], [-2, 4, 9], [-2, -3, 6], [1, -5, -9], [3, -9, -10], [2, -6, -9], [-1, 2, 7], [-1, 7, 8], [1, 3, 5], [-3, 4, -5], [1, -4, 7], [-3, -6, -7], [2, -9, 10], [-2, -3, -4], [-4, -7, -8], [5, 6, -10], [-4, 7, -10], [-5, -7, 8], [1, 2, -5], [1, 2, -8], [1, 4, 10], [5, -6, -9], [-1, 5, 6], [3, -4, -7], [-5, 6, 10], [3, 5, 8], [-2, -5, 10], [4, -6, -10], [1, 3, 10], [-3, 7, 10], [-1, -3, 4], [-5, -9, -10], [4, 7, 8]]",10,43,0,34664.35,19,"[{1: True, -1: False, 2: False, -2: True, 3: False, -3: True, 4: False, -4: True, 5: True, -5: False, 6: False, -6: True, 7: True, -7: False, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False}]",19,638,5,24,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_2, y_1_5, y_1_7, y_2_9, y_3_10, y_3_4, y_3_5, y_3_6, y_3_7, y_4_10, y_5_10, y_5_7, y_5_9, y_6_10]",4.65,1.4964871146156007,4.0,638,1011010011,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_4,1011010011,4.65,5,1,['1011010001'],5,['1011010001'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_4
Adiabatic + circuit search,"[[2, -8, -9], [-3, -5, -6], [-4, -5, 6], [2, -4, 9], [1, -2, 6], [-2, -7, -10], [-5, 8, -10], [1, 4, -5], [-1, 2, -3], [-1, -6, 10], [-2, -5, 6], [2, 6, -9], [2, 6, 7], [-1, -4, 9], [4, 7, -10], [3, 5, 8], [2, -4, 7], [-1, -5, -7], [-3, -7, 10], [-2, 4, -9], [-1, 3, 9], [-8, 9, 10], [2, -6, 8], [1, -8, 10], [3, -5, 10], [4, 8, -9], [-2, 6, -10], [-4, 6, 7], [4, 6, -7], [-1, 9, 10], [-1, -2, 4], [-4, -8, -9], [3, -4, 6], [3, -5, 8], [1, 3, 9], [2, -3, 7], [4, 6, 10], [2, 8, -10], [5, -6, 7], [3, -4, -5], [-2, -6, 7], [3, -7, -8], [1, 2, 3]]",10,43,0,33647.19,15,"[{1: False, -1: True, 2: False, -2: True, 3: True, -3: False, 4: False, -4: True, 5: False, -5: True, 6: True, -6: False, 7: True, -7: False, 8: True, -8: False, 9: False, -9: True, 10: True, -10: False}]",15,386,4,23,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_10, y_1_2, y_1_4, y_1_5, y_2_6, y_2_7, y_3_5, y_3_7, y_4_6, y_4_7, y_5_6, y_8_10, y_8_9]",3.0714285714285716,1.8171950369175571,4.0,386,1011100100,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_5,1011100100,3.0714285714285716,4,0,['1011100100'],5,['1011100100'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_5
Adiabatic + circuit search,"[[-5, -8, -10], [3, -7, 10], [-1, 4, 9], [-2, 7, 9], [2, 5, -8], [3, -5, -7], [1, -2, -7], [-3, 7, 8], [5, 6, -7], [4, 5, 7], [-2, -6, -7], [2, -3, 10], [-2, 3, -7], [-4, 6, -7], [3, 6, 10], [3, 6, -8], [-3, 9, -10], [4, 6, -7], [-3, 8, -10], [1, -4, 10], [1, 2, -3], [6, 7, 8], [1, -4, -9], [-7, -9, 10], [-6, -8, -10], [6, 8, 9], [-3, -5, -10], [1, -7, -8], [-3, 4, 6], [3, 7, 10], [-1, 3, -7], [2, -8, 9], [1, 2, 4], [-1, 2, -3], [1, -4, 6], [3, -4, 6], [-1, -5, -7], [7, -9, 10], [3, -6, -10], [-2, 6, 9], [1, -5, 8], [-5, 6, 8], [1, -6, 8]]",10,43,0,30695.51,15,"[{1: True, -1: False, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: False, -5: True, 6: False, -6: True, 7: False, -7: True, 8: True, -8: False, 9: True, -9: False, 10: True, -10: False}]",15,386,4,20,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_4, y_1_7, y_2_7, y_2_9, y_3_10, y_3_6, y_3_7, y_5_7, y_5_8, y_6_8]",3.533333333333333,1.505545305418162,4.0,386,1110001111,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_6,1110001111,3.533333333333333,4,0,['1110001111'],7,['1110001111'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_6
Adiabatic + circuit search,"[[1, 4, -9], [-2, 3, 8], [1, -2, -4], [2, -6, -10], [-3, -5, 7], [-4, -6, -8], [-2, -6, 8], [-4, -5, 8], [2, 3, -8], [1, -4, -10], [-5, -8, 10], [-5, 6, -8], [-5, 8, -9], [2, -4, -8], [-4, 6, 10], [-4, 6, -8], [1, 7, -10], [3, 5, -7], [-2, 9, -10], [-3, -8, 10], [-2, 3, -5], [3, -5, -8], [1, 3, -8], [-1, -7, 10], [5, -6, 8], [2, -7, -8], [-6, 8, 10], [2, -3, 4], [-2, -6, -8], [7, 8, -9], [-1, -6, -9], [1, 4, -10], [-1, 3, -5], [6, -9, 10], [7, -9, 10], [1, -8, 10], [-2, -3, -10], [6, 8, 10], [3, 4, 6], [1, -4, 10], [3, -4, 8], [6, -7, 8], [3, -5, 7]]",10,43,0,32662.83,22,"[{1: True, -1: False, 2: False, -2: True, 3: True, -3: False, 4: True, -4: False, 5: False, -5: True, 6: False, -6: True, 7: False, -7: True, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False}]",22,848,6,22,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_4, y_1_6, y_2_3, y_2_4, y_3_4, y_3_5, y_3_8, y_5_8, y_6_10, y_7_8, y_8_10, y_9_10]",5.176470588235294,2.0986690460160418,4.0,848,0010000111,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_7,0010000111,5.176470588235294,6,4,['1000001101'],4,['1000001101'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_7
Adiabatic + circuit search,"[[-1, -2, -9], [-5, 7, 9], [-1, -7, 8], [-1, 4, -6], [1, -5, -9], [1, -3, 4], [1, 2, -3], [-5, -9, -10], [-3, -5, 10], [-2, -7, -9], [-3, 4, -8], [-2, 5, -9], [-2, -4, -9], [1, -4, 10], [2, 4, 10], [-5, 6, -10], [4, 9, -10], [2, -5, 10], [-2, -6, 10], [3, 9, 10], [-3, -6, 7], [5, 7, 10], [3, -4, -5], [1, 3, -10], [-3, -5, -6], [-4, 5, -10], [4, 6, 10], [-5, -6, 8], [-4, -8, 10], [-4, -6, -9], [2, 8, 9], [1, -2, -6], [-6, -7, -8], [1, 6, 7], [-1, -2, 3], [-1, 6, 10], [-4, -8, 9], [-1, 7, 9], [4, -8, 9], [2, -6, 9], [3, 5, 9], [-1, -4, -9], [3, -9, -10]]",10,43,0,35639.91,15,"[{1: True, -1: False, 2: False, -2: True, 3: True, -3: False, 4: False, -4: True, 5: False, -5: True, 6: False, -6: True, 7: False, -7: True, 8: False, -8: True, 9: True, -9: False, 10: True, -10: False}]",15,386,4,25,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_4, y_1_6, y_1_7, y_1_9, y_2_9, y_3_10, y_3_4, y_3_5, y_4_10, y_4_9, y_5_10, y_5_6, y_5_9, y_6_10, y_6_7]",3.5789473684210527,1.7099639201419234,4.0,386,1100000101,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_8,1100000101,3.5789473684210527,4,0,['1100000101'],4,['1100000101'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_8
Adiabatic + circuit search,"[[-1, 5, 7], [1, 3, -5], [1, -5, -8], [-4, -5, -9], [2, -6, -9], [5, 7, -10], [7, -9, -10], [3, 6, -8], [4, -8, -9], [1, 5, -8], [6, 8, -10], [-1, 6, -9], [6, -9, -10], [-1, -6, 9], [2, -4, 10], [-6, 8, 10], [5, 6, -10], [-3, -7, -9], [-1, 2, 3], [5, 7, 10], [-2, -4, -6], [-1, -7, 8], [-4, -5, 8], [-7, -9, 10], [2, -9, 10], [-2, -4, 8], [5, -6, 7], [-2, -6, -7], [-1, -2, 8], [-1, 2, 9], [5, -7, 9], [-2, -5, 9], [-3, 9, -10], [-1, -9, -10], [2, 4, 7], [3, -4, -8], [-8, 9, -10], [-5, -7, -8], [-4, 9, 10], [-2, -6, 9], [-3, 4, 9], [6, -7, -9], [5, 7, -8]]",10,43,0,34632.35,15,"[{1: False, -1: True, 2: True, -2: False, 3: True, -3: False, 4: False, -4: True, 5: True, -5: False, 6: False, -6: True, 7: False, -7: True, 8: False, -8: True, 9: True, -9: False, 10: False, -10: True}]",15,386,4,24,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_2, y_1_3, y_1_7, y_2_4, y_2_6, y_2_9, y_3_6, y_4_8, y_4_9, y_5_7, y_6_10, y_6_9, y_7_9, y_9_10]",3.869565217391304,1.217461883894185,4.0,386,0001010100,1024,1,25,1,stochastic,3_sat_10_variables_4.3_density_example_9,0001010100,3.869565217391304,4,3,['0100010110'],4,['0100010110'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.3_density_example_9
Adiabatic + circuit search,"[[2, 8, 10], [-3, 6, -9], [3, -6, -9], [-2, 7, 8], [-1, -5, 10], [-6, -8, -9], [1, 6, -9], [-1, 3, -10], [-6, -7, 9], [4, -5, -6], [2, 7, -10], [3, 6, -7], [-3, 4, -10], [2, 3, -5], [1, 4, -10], [1, 3, -8], [1, -4, 5], [-4, 5, -10], [2, -4, 7], [-2, 3, 4], [2, -5, 8], [-5, -7, 9], [3, 5, -7], [3, -4, -5], [5, 8, -9], [-7, 9, 10], [1, 5, -9], [-5, -8, -10], [2, 4, -8], [6, -7, -9], [-1, -9, -10], [-4, 8, -10], [4, -6, -8], [-1, -7, 9], [-1, 5, -9], [-4, 5, -6], [5, 6, 7], [-1, -4, 6], [2, 4, 7], [-3, -6, 9], [-3, -8, 10], [3, -6, -7], [6, 7, -9], [4, -6, 8], [2, -4, 6]]",10,45,0,34663.95,15,"[{1: False, -1: True, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: True, -5: False, 6: True, -6: False, 7: True, -7: False, 8: False, -8: True, 9: True, -9: False, 10: False, -10: True}]",15,386,4,24,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_10, y_1_3, y_1_4, y_2_4, y_2_7, y_2_8, y_3_5, y_4_10, y_4_5, y_5_7, y_5_8, y_6_9, y_7_9, y_8_10]",3.9,2.1740091511936384,4.0,386,0100111110,1024,1,25,1,stochastic,3_sat_10_variables_4.55_density_example_0,0100111110,3.9,4,1,['0101111110'],7,['0101111110'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.55_density_example_0
Adiabatic + circuit search,"[[4, -6, 8], [-1, 6, 9], [2, 3, -6], [-3, -9, 10], [-3, 9, -10], [2, -6, 8], [-1, -3, 8], [1, -3, 9], [3, 4, -8], [-1, 6, -7], [-2, -7, 8], [3, -4, -9], [-4, -5, -9], [2, 4, -5], [-3, -7, -10], [-2, -3, 4], [-6, -7, -8], [4, 6, -9], [-2, 5, 10], [3, 8, -10], [4, 8, -10], [-6, -8, -9], [2, -4, 7], [-4, -6, 7], [-2, -8, -10], [-2, 4, 6], [-4, -5, 8], [5, -8, 9], [7, -8, 10], [4, 5, 8], [2, -4, -10], [4, 7, 8], [2, 3, 4], [-2, 3, -6], [-2, -3, 8], [2, 8, 9], [-1, -3, 9], [-1, -2, -7], [3, -6, -7], [1, -6, -9], [-3, 7, -8], [2, -7, -10], [2, 3, -8], [4, -5, 6], [-4, -8, -10]]",10,45,0,34643.95,22,"[{1: False, -1: True, 2: True, -2: False, 3: False, -3: True, 4: True, -4: False, 5: True, -5: False, 6: False, -6: True, 7: True, -7: False, 8: True, -8: False, 9: False, -9: True, 10: False, -10: True}]",22,848,6,24,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_2_10, y_2_4, y_2_7, y_2_8, y_3_10, y_3_4, y_3_8, y_4_5, y_4_6, y_4_8, y_6_7, y_6_8, y_7_8, y_8_9]",5.333333333333333,1.8786728732554485,4.0,848,0111001100,1024,1,25,1,stochastic,3_sat_10_variables_4.55_density_example_1,0111001100,5.333333333333333,6,4,['0011011010'],5,['0011011010'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.55_density_example_1
Adiabatic + circuit search,"[[4, -5, -6], [-2, -6, 8], [1, 3, -7], [-2, -5, 6], [-3, 7, 10], [-2, 6, 7], [4, -5, 7], [-1, -6, 9], [-1, 4, -7], [3, 5, -9], [-1, -5, -7], [-8, -9, 10], [3, -4, 5], [-2, 5, -7], [-3, 7, -9], [-2, 5, 8], [-4, 5, 6], [-6, 7, -10], [2, 7, 10], [-2, -5, -8], [-3, -5, 7], [5, -6, 8], [-5, 7, -10], [5, 6, -8], [-5, -8, -10], [-6, -8, -9], [-3, 4, -10], [2, -5, -10], [2, 7, -8], [-2, 4, 6], [8, 9, 10], [-3, -6, 9], [-1, 4, -8], [3, 5, 10], [6, -8, 9], [-3, -4, -8], [2, -3, 10], [1, 7, 10], [-1, 9, -10], [-1, 6, -9], [-4, 5, 10], [-1, -2, -6], [-1, -2, -7], [-6, 7, 9], [-2, -5, -10]]",10,45,0,34643.95,22,"[{1: False, -1: True, 2: False, -2: True, 3: False, -3: True, 4: False, -4: True, 5: False, -5: True, 6: False, -6: True, 7: False, -7: True, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False}]",22,848,6,24,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_4, y_1_7, y_2_6, y_2_7, y_3_10, y_3_4, y_3_5, y_3_7, y_5_10, y_5_7, y_5_8, y_6_9, y_7_10, y_9_10]",3.8421052631578947,1.9794263449218716,4.0,848,0011111000,1024,1,25,0,stochastic,3_sat_10_variables_4.55_density_example_2,0011111000,3.8421052631578947,4,6,['1000000000'],1,['1000000000'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.55_density_example_2
Adiabatic + circuit search,"[[-1, -3, -5], [-1, 5, -10], [-5, 7, -10], [7, 8, -10], [3, 4, 7], [-1, -7, -10], [5, 6, -8], [3, 5, 8], [3, 7, -10], [5, -8, 10], [-3, 5, 8], [-1, 5, -6], [-1, 3, -8], [2, -5, -6], [3, 4, 6], [-1, -5, -6], [-4, -6, 9], [5, 9, -10], [-1, -7, 10], [-3, 7, -8], [-1, 5, 10], [-1, -2, -10], [-6, -7, -9], [-2, 8, -9], [7, -8, -9], [2, -4, 7], [2, -3, 7], [-3, 8, 10], [2, 4, -10], [-4, -6, 10], [1, 4, -7], [2, 5, 7], [-6, 8, 9], [-1, 4, 8], [3, 4, -8], [6, 7, 10], [3, -7, -9], [4, -7, 9], [2, 8, -10], [-3, 5, 10], [-3, 6, -8], [-3, -6, 8], [3, -4, 6], [3, 7, -9], [4, -8, -10]]",10,45,0,35643.31,15,"[{1: False, -1: True, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: True, -5: False, 6: False, -6: True, 7: True, -7: False, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False}]",15,386,4,25,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_3, y_2_10, y_2_5, y_2_7, y_3_7, y_3_8, y_4_10, y_4_7, y_4_8, y_5_10, y_6_8, y_6_9, y_7_10, y_8_10, y_8_9]",3.3,1.6575187543592476,4.0,386,1001011110,1024,1,25,1,stochastic,3_sat_10_variables_4.55_density_example_3,1001011110,3.3,4,0,['1001011110'],6,['1001011110'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.55_density_example_3
Adiabatic + circuit search,"[[-1, -2, 6], [4, -7, 8], [2, 3, 6], [1, -6, 9], [2, 3, 5], [-2, 7, 8], [-6, -8, -10], [2, -4, -7], [3, 6, -8], [2, -3, -8], [-7, 9, -10], [3, -6, -7], [1, -4, 10], [2, 9, -10], [-3, -4, 8], [6, -7, -8], [1, -7, -9], [-3, -8, -9], [-2, -6, -7], [2, -5, 7], [4, -5, -8], [-5, 7, -8], [-3, -5, 6], [2, -5, 10], [-1, 2, 6], [1, 3, -7], [3, -6, -8], [1, -4, 7], [3, -4, -8], [4, 7, 8], [-2, -6, 10], [-1, -4, -7], [3, -4, 5], [-4, 5, -7], [2, 3, 7], [-5, 6, -7], [-3, -5, -10], [3, 7, -10], [1, -3, -10], [-5, -7, 10], [-3, -5, -8], [-2, -9, -10], [-4, -8, -10], [6, -7, -10], [1, -3, -4]]",10,45,0,35629.51,15,"[{1: False, -1: True, 2: True, -2: False, 3: True, -3: False, 4: False, -4: True, 5: False, -5: True, 6: False, -6: True, 7: False, -7: True, 8: True, -8: False, 9: False, -9: True, 10: False, -10: True}]",15,386,4,25,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_3, y_1_4, y_1_7, y_1_9, y_2_10, y_2_3, y_2_7, y_3_5, y_3_7, y_3_8, y_4_8, y_5_7, y_6_10, y_6_7, y_7_10]",3.3125,1.5370426148939398,4.0,386,1010000110,1024,1,25,1,stochastic,3_sat_10_variables_4.55_density_example_4,1010000110,3.3125,4,1,['0010000110'],3,['0010000110'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.55_density_example_4
Adiabatic + circuit search,"[[4, 6, -9], [-2, -6, 9], [2, -4, -5], [-1, -2, 4], [-4, -7, -8], [1, 3, 9], [1, -5, 7], [1, -5, -8], [-1, -3, -8], [-1, 4, -7], [1, -4, -6], [-3, 4, 9], [-4, 9, 10], [4, -5, -7], [5, -6, -9], [1, -2, -7], [-1, 3, -9], [3, 6, -7], [1, -2, -6], [-2, 4, 6], [3, 8, -10], [-2, -4, -7], [5, -6, -7], [-3, 5, 6], [2, 3, 6], [-1, 5, -6], [3, 4, -6], [6, 8, -9], [3, 7, 10], [-4, -9, -10], [-3, -9, -10], [4, -5, 10], [3, -6, -7], [1, 7, -9], [-4, 7, 10], [4, 5, -6], [1, -2, -4], [-2, -5, -8], [5, 7, -9], [2, 5, -7], [2, 3, -5], [-1, 7, -8], [2, 6, -9], [-6, -7, -8], [1, 5, -9]]",10,45,0,36583.87,19,"[{1: True, -1: False, 2: True, -2: False, 3: True, -3: False, 4: True, -4: False, 5: True, -5: False, 6: False, -6: True, 7: False, -7: True, 8: False, -8: True, 9: False, -9: True, 10: True, -10: False}]",19,638,5,26,"[x_1, x_10, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, y_1_3, y_1_5, y_1_7, y_1_8, y_2_4, y_2_5, y_2_6, y_3_10, y_4_5, y_4_6, y_4_7, y_4_9, y_5_6, y_5_7, y_6_9, y_7_8]",4.6,1.6670175069329813,4.0,638,1010001011,1024,1,25,1,stochastic,3_sat_10_variables_4.55_density_example_5,1010001011,4.6,5,3,['1000011111'],6,['1000011111'],Circuit_Adiabatic_stochastic_3_sat_10_variables_4.55_density_example_5
